50	7207	60	10	858	858	0	858	1	2	0	116500
55	5350	78	52	728	1306	0	1306	1	3	0	76500
80	9920	64	64	1056	1063	0	1063	1	3	280	128000
80	9600	63	46	1156	1520	0	1520	1	3	364	153000
78	7800	64	64	1268	1268	0	1268	1	2	244	132000
75	11380	52	10	1080	1128	0	1128	1	2	315	178000
80	11600	58	58	1105	1105	1169	2274	2	5	480	154300
0	19900	48	29	1947	2207	0	2207	2	3	576	180000
137	16492	52	16	1517	1888	0	1888	2.5	2	578	190000
70	8267	60	60	1604	1604	0	1604	2	4	576	135000
70	8197	15	9	1480	1480	0	1480	2	3	620	214000
0	8050	59	59	1143	1143	0	1143	1	3	308	136000
70	10552	59	59	1398	1700	0	1700	1.5	4	447	165500
70	8400	61	61	1314	1314	0	1314	1	3	294	145000
73	8760	59	59	1194	1194	0	1194	1	3	312	148000
0	12160	59	59	1188	1188	0	1188	1	3	531	142000
73	9300	58	58	1268	1264	0	1264	1	3	461	167500
87	10725	59	59	1206	1206	0	1206	1	3	312	108538
80	10032	59	59	1244	1580	0	1580	1.5	3	440	159500
60	8382	62	62	832	832	505	1337	1	3	263	108000
60	10950	66	66	864	1064	0	1064	1	2	318	135000
119	10895	63	63	972	972	0	972	1	3	305	122500
70	13587	60	60	988	988	0	988	1	2	264	119000
68	7922	65	11	1057	1057	0	1057	1	3	246	109000
65	7898	98	24	576	985	0	985	1	2	676	105000
60	7200	63	11	0	827	0	827	1	2	392	107500
85	10200	64	15	1086	1086	0	1086	1	3	490	144900
74	5868	62	18	936	936	0	936	1	2	308	129000
78	17503	70	68	912	912	546	1458	1	3	330	97500
64	6979	38	38	1056	1056	0	1056	0	0	576	144000
0	9830	59	12	1063	1287	0	1287	1	3	576	162000
96	11275	51	11	710	1898	1080	2978	2.5	5	564	242000
60	8064	70	14	816	816	408	1224	1	3	280	132000
75	7500	59	24	1246	1246	0	1246	1.5	3	305	154000
71	8520	66	66	910	910	475	1385	2	4	720	166000
60	7200	67	18	900	900	0	900	1	3	576	134800
87	10000	56	56	1116	1116	0	1116	1.5	3	440	160000
81	7635	58	58	1175	1175	0	1175	1.5	3	484	148000
80	9760	55	34	1395	1395	0	1395	1	2	440	192000
70	7700	52	52	756	1051	788	1839	1.5	4	442	155000
60	4800	118	64	709	1157	687	1844	1	3	240	80400
55	8800	108	14	576	792	348	1140	1	3	0	96500
56	4485	98	68	936	936	0	936	1	2	0	109500
56	8960	91	68	1008	1028	0	1028	1	2	360	115000
69	5805	61	61	1347	1347	0	1347	1	3	551	143000
60	5790	103	68	840	840	765	1605	2	3	379	107400
47	4608	73	68	747	747	0	747	1	2	220	80000
60	7200	78	26	788	804	0	804	1	2	240	119000
50	5500	89	17	926	926	0	1316	1	3	484	130000
50	6900	80	18	827	827	424	1251	1	3	240	119000
69	11851	70	9	1027	1027	606	1633	1	3	240	129000
0	8239	98	56	1008	1060	185	1245	1	3	315	100000
68	9656	95	48	678	832	0	832	1	2	780	12789
60	8520	90	15	624	720	0	720	1	2	484	105900
60	9600	118	15	930	930	636	1566	2	3	288	150000
60	10800	103	68	686	966	686	1652	2	4	416	139000
50	9000	128	16	346	1157	1111	2268	3	3	624	240000
100	9045	108	68	840	1128	1128	2256	2	4	0	76500
90	7407	61	22	912	1236	0	1236	1	2	923	149700
60	7740	108	68	622	741	622	1363	1	3	528	125500
60	11340	133	68	777	1246	1044	2290	2	4	560	122500
60	10560	96	24	738	868	602	1470	1.5	2	624	140750
53	5830	68	21	988	1030	582	1612	1.5	3	363	128500
0	7793	96	13	1108	1160	908	2068	1.5	3	315	209500
50	5000	93	68	765	765	0	765	1	2	200	87000
50	6000	79	68	608	608	524	1132	1	2	240	134000
50	6000	78	68	572	848	348	1196	1.5	3	576	128000
53	6360	76	68	835	955	498	1453	1.5	3	240	132000
50	6000	70	68	780	780	636	1416	1.5	3	312	139900
52	6240	82	38	528	548	492	1040	1	2	624	123900
52	6240	88	68	928	928	608	1536	2	4	480	138400
51	6120	95	68	1124	1068	0	1068	1	2	288	109500
50	10300	97	68	576	902	808	1710	2	3	480	140000
57	8094	103	68	888	888	1074	1962	1.5	4	572	149500
60	12900	106	9	780	780	780	1560	1.5	3	0	159900
52	3068	98	25	662	662	662	1324	1	3	180	122000
110	8472	55	55	816	816	0	816	1	2	516	110000
70	5600	88	68	0	372	720	1092	2	3	0	55000
76	7630	118	22	360	1032	780	1812	2	4	672	140000
0	24090	78	68	1032	1207	1196	2403	2	4	349	244400
100	15263	59	59	1422	1675	0	1675	2	3	365	173000
72	10632	101	68	689	725	499	1224	1.5	3	180	107500
60	9900	103	68	1212	1212	180	1392	1	3	0	100000
65	6001	78	68	600	600	319	919	1	3	231	95000
0	6449	111	68	707	942	942	1884	1.5	4	0	93369
60	6048	108	68	856	936	744	1680	2	2	450	114900
54	6342	143	22	780	780	240	1020	1	2	0	94000
72	10773	51	51	1832	1832	0	1832	2	4	0	136000
72	10778	50	50	1768	1768	0	1768	2	4	0	136500
75	11625	53	53	1039	1039	0	1039	1.5	3	504	131500
0	11341	61	22	1392	1392	0	1392	1.5	3	528	121500
70	8521	51	51	912	912	0	912	1	3	336	125000
0	8246	50	17	1060	1060	0	1060	1	3	270	154000
65	7800	52	10	864	892	0	892	1	3	416	137900
80	9364	49	49	663	663	689	1352	1.5	4	299	158000
65	7832	50	50	864	864	0	864	1	2	280	137250
0	7424	40	40	1319	1373	0	1373	1	3	591	160250
86	11227	50	50	720	720	720	1440	1.5	4	480	163000
0	11616	40	40	672	672	714	1386	2.5	3	440	158900
80	14000	22	21	1306	1306	954	2260	2.5	3	533	328000
0	20062	41	17	1420	1483	0	1483	1.5	1	690	270000
94	9259	91	68	660	756	0	756	1	2	440	85000
60	9600	68	23	1067	1067	0	1067	2	2	436	128000
0	23595	39	39	1332	1332	192	1524	0.5	0	586	260000
0	17082	40	26	1117	1117	864	1981	2.5	4	522	230000
124	18600	80	28	972	1052	558	1610	2	4	480	124000
85	10625	98	68	458	835	0	835	1	2	366	83000
65	11479	68	31	663	1074	0	1074	1	3	467	144500
68	9571	62	62	1144	1144	0	1144	1	3	596	129000
50	9350	71	39	756	1169	0	1531	1	3	209	127000
75	9525	64	20	1172	1172	0	1172	1	3	366	128000
83	10420	9	9	1212	1212	0	1212	2	3	460	186000
44	17485	9	8	1508	1508	0	1508	1	1	572	308030
0	11200	54	54	1250	1298	0	1298	2	3	504	114000
60	11100	72	12	0	930	0	930	1	2	308	84900
77	9206	33	33	741	977	755	1732	2.5	3	476	178000
83	11980	31	31	1433	1433	0	1433	1.5	1	528	270000
87	12361	25	25	946	964	838	1802	2.5	3	1017	218000
80	9938	25	24	1050	1062	887	1949	2.5	3	574	236000
73	9069	26	26	936	996	0	996	1	2	564	147000
64	10475	10	10	1694	1694	0	1694	2	3	776	245350
64	6762	12	12	1187	1208	0	1208	2	2	632	206000
94	10402	9	9	1226	1226	0	1226	2	3	740	198900
64	7360	8	8	1222	1222	0	1222	2	2	615	187000
90	12376	28	28	1673	1699	1523	3222	3	5	594	320000
82	14235	118	25	676	831	614	1445	2	3	484	138500
80	8816	47	47	1010	1052	0	1052	1	3	440	155000
82	11105	22	22	870	965	0	965	1	2	580	159000
0	9337	21	20	878	892	800	1692	2.5	3	513	191000
70	8750	20	20	804	804	878	1682	2.5	3	523	200500
38	15240	41	14	1026	1026	0	1026	1.5	3	308	150000
0	10900	41	41	689	689	703	1392	1.5	3	299	161750
75	10650	42	42	894	894	0	894	1	3	308	128200
68	7480	46	46	876	876	0	876	1	3	484	127000
80	10389	15	15	1978	1978	0	1978	2.5	3	850	318000
0	11423	17	16	1581	1601	0	1601	2	3	670	272000
44	9548	15	15	941	941	888	1829	2.5	3	613	237000
75	9375	21	21	1040	1044	1054	2098	2.5	4	621	240000
48	12137	20	20	1649	1661	0	1661	2	3	598	224900
0	4435	15	15	848	848	0	848	1	1	420	143750
0	4426	14	14	848	848	0	848	1	1	420	143000
48	10635	15	15	1657	1668	0	1668	2	3	502	232000
70	8400	14	13	1473	1484	0	1484	2	3	606	213000
65	8773	14	14	1414	1414	0	1414	2	3	494	185500
67	8777	73	11	0	640	0	640	1	2	240	84900
68	8842	64	64	381	992	0	992	1	3	319	155891
75	9825	53	53	0	1664	0	1664	2	4	0	100000
60	10044	50	50	1196	1196	0	1196	1	3	336	144000
89	11792	70	68	744	792	328	1120	1	2	480	64000
65	6305	43	43	1008	1096	0	1096	1	3	352	125200
94	7819	42	42	1029	1117	0	1117	1	3	672	107000
64	6410	60	60	960	960	0	960	1	3	0	90000
80	8546	15	14	1121	1121	0	1121	2	2	440	140000
52	8741	73	68	735	798	689	1487	1.5	3	220	113000
60	12180	77	68	672	672	252	924	1	2	280	80000
68	8562	61	16	1216	1526	0	1526	1	4	364	144500
67	4853	94	19	1107	1296	0	1296	2	2	260	104000
66	6858	103	68	806	841	806	1647	1.5	4	216	128000
45	8212	104	68	864	864	0	864	1	2	200	58500
50	5000	94	68	1026	1026	665	1691	2	3	308	127000
0	7890	79	68	856	856	0	856	1	2	399	126000
60	7200	51	51	0	862	1788	2650	3	6	0	160000
51	9839	87	68	894	894	772	1666	1	3	0	100000
50	9638	99	28	804	1699	748	2447	2	4	336	169000
78	10452	77	33	1528	1225	908	2133	1.5	4	312	257500
78	15600	68	27	1032	1102	1075	2177	2.5	5	484	215000
66	9042	77	12	1152	1188	1152	2340	2	4	252	266500
100	17500	59	16	1902	1902	0	1902	2	3	567	335000
85	19645	24	11	423	896	756	1652	2.5	3	473	203135
35	3907	29	29	982	1034	0	1034	1	1	598	185000
35	3907	29	29	1191	1191	0	1191	2	2	531	162500
100	15602	59	21	1501	1801	0	1801	2	1	484	289000
40	5436	96	11	796	796	358	1154	1	3	240	125500
58	8154	77	68	480	540	0	540	1	1	200	82000
50	9140	97	43	629	727	380	1107	1	2	625	110000
60	7500	98	68	698	698	430	1128	1	2	528	68400
66	8712	118	68	859	859	319	1178	1	2	384	102776
66	8712	66	66	540	1044	0	1044	1	2	504	55993
66	8712	122	68	756	952	0	952	1	3	330	50138
44	3811	14	13	1594	1646	0	1646	2	2	525	246000
85	11050	20	19	1049	1036	880	1916	2.5	3	741	254900
74	9620	41	41	1243	1285	0	1285	2	3	473	190000
129	9196	15	15	1560	1560	0	1560	2	3	573	201000
0	12328	42	42	1012	1034	0	1034	1	3	888	169900
0	12760	42	42	1958	2048	0	2048	3	5	776	170000
0	57200	70	68	747	1687	0	1687	1	3	572	160000
88	11896	10	10	1336	1346	0	1346	2	3	660	220000
73	9803	9	8	1214	1214	0	1214	2	2	520	179781
73	9802	12	11	384	744	700	1444	2.5	3	400	174000
92	12003	9	8	774	774	1194	1968	2.5	4	680	269500
80	11316	16	15	817	824	1070	1894	2.5	4	510	214900
85	14191	16	16	967	993	915	1908	2.5	4	431	202900
89	13214	10	9	2002	2018	0	2018	2	3	746	378500
85	15300	53	41	1068	1264	0	1264	1	2	528	169000
93	10114	14	13	1430	1430	0	1430	2	3	624	173500
94	9400	47	47	912	912	912	1824	3	4	0	139000
0	11875	19	19	1344	1344	0	1344	2	3	686	166500
0	1974	45	45	546	546	546	1092	1.5	3	286	83500
31	2394	45	45	945	945	0	945	1	2	253	119500
36	2592	42	42	536	536	576	1112	1.5	3	336	85000
21	1476	48	48	546	546	546	1092	1.5	3	0	76000
21	1491	46	46	630	630	0	630	1	1	0	75500
21	1900	48	48	546	546	546	1092	1.5	3	0	88250
21	1890	46	46	546	546	546	1092	1.5	3	286	85500
50	6953	47	14	864	874	0	874	1	3	352	130000
0	26142	56	56	1188	1188	0	1188	1	3	312	157900
76	12887	34	34	833	833	0	833	1	2	495	149900
70	7700	33	32	1216	1216	1216	2432	5	4	616	159000
63	10475	27	27	624	624	650	1274	1.5	3	576	136000
68	10544	49	49	864	864	615	1479	2	5	275	161000
76	9892	24	23	1679	1803	0	1803	2.5	3	482	285000
74	12961	25	24	1152	1152	645	1797	2.5	3	616	231000
